,Spanish,English,Audio
0,El acuerdo fue firmado por ambas partes.,The agreement was signed by both parties.,./Sentences/Vocabulario General /audio/0_Vocabulario General _audio.mp3
1,La administración está implementando nuevas políticas.,The administration is implementing new policies.,./Sentences/Vocabulario General /audio/1_Vocabulario General _audio.mp3
2,La agencia está trabajando en proyectos de desarrollo sostenible.,The agency is working on sustainable development projects.,./Sentences/Vocabulario General /audio/2_Vocabulario General _audio.mp3
3,La agencia de Desarrollo Internacional está proporcionando ayuda humanitaria.,The International Development Agency is providing humanitarian aid.,./Sentences/Vocabulario General /audio/3_Vocabulario General _audio.mp3
4,La agenda para la reunión ya está establecida.,The agenda for the meeting is already set.,./Sentences/Vocabulario General /audio/4_Vocabulario General _audio.mp3
5,El agregado diplomático está promoviendo la cooperación entre los países.,The diplomatic attaché is promoting cooperation between the countries.,./Sentences/Vocabulario General /audio/5_Vocabulario General _audio.mp3
6,El análisis de mercado reveló nuevas oportunidades.,The market analysis revealed new opportunities.,./Sentences/Vocabulario General /audio/6_Vocabulario General _audio.mp3
7,El anfitrión dio la bienvenida a los invitados.,The host welcomed the guests.,./Sentences/Vocabulario General /audio/7_Vocabulario General _audio.mp3
8,El apoyo de la comunidad es fundamental para el éxito del proyecto.,Community support is essential for the project's success.,./Sentences/Vocabulario General /audio/8_Vocabulario General _audio.mp3
9,El ascenso en la empresa fue el resultado de su arduo trabajo.,The promotion in the company was the result of his hard work.,./Sentences/Vocabulario General /audio/9_Vocabulario General _audio.mp3
10,El asesoramiento legal fue crucial para resolver el conflicto.,Legal advice was crucial in resolving the conflict.,./Sentences/Vocabulario General /audio/10_Vocabulario General _audio.mp3
11,La asignación de recursos se realizó de manera equitativa.,The allocation of resources was done fairly.,./Sentences/Vocabulario General /audio/11_Vocabulario General _audio.mp3
12,El asunto será discutido en la próxima reunión.,The matter will be discussed at the next meeting.,./Sentences/Vocabulario General /audio/12_Vocabulario General _audio.mp3
13,Los beneficios de la empresa aumentaron este trimestre.,The company's profits increased this quarter.,./Sentences/Vocabulario General /audio/13_Vocabulario General _audio.mp3
14,La campaña de concienciación tuvo un impacto positivo en la comunidad.,The awareness campaign had a positive impact on the community.,./Sentences/Vocabulario General /audio/14_Vocabulario General _audio.mp3
15,El campo de investigación es muy amplio.,The field of research is very broad.,./Sentences/Vocabulario General /audio/15_Vocabulario General _audio.mp3
16,El capitolio es el centro político del país.,The capitol is the political center of the country.,./Sentences/Vocabulario General /audio/16_Vocabulario General _audio.mp3
17,El cargo de director requiere habilidades de liderazgo.,The position of director requires leadership skills.,./Sentences/Vocabulario General /audio/17_Vocabulario General _audio.mp3
18,La Casa Blanca es la residencia oficial del presidente.,The White House is the official residence of the president.,./Sentences/Vocabulario General /audio/18_Vocabulario General _audio.mp3
19,Vamos a celebrar el aniversario con una fiesta.,We are going to celebrate the anniversary with a party.,./Sentences/Vocabulario General /audio/19_Vocabulario General _audio.mp3
20,El ciudadano tiene el derecho a expresar su opinión.,The citizen has the right to express his opinion.,./Sentences/Vocabulario General /audio/20_Vocabulario General _audio.mp3
21,El/la colega me ayudó a terminar el proyecto a tiempo.,The colleague helped me finish the project on time.,./Sentences/Vocabulario General /audio/21_Vocabulario General _audio.mp3
22,La comisión está encargada de investigar el fraude.,The commission is in charge of investigating the fraud.,./Sentences/Vocabulario General /audio/22_Vocabulario General _audio.mp3
23,Los compromisos laborales ocupan gran parte de mi tiempo.,Work commitments take up a large part of my time.,./Sentences/Vocabulario General /audio/23_Vocabulario General _audio.mp3
24,El computador se dañó después de la caída.,The computer got damaged after the fall.,./Sentences/Vocabulario General /audio/24_Vocabulario General _audio.mp3
25,El conflicto de intereses debe ser resuelto de manera transparente.,The conflict of interest must be resolved in a transparent manner.,./Sentences/Vocabulario General /audio/25_Vocabulario General _audio.mp3
26,El/la congresista presentó un proyecto de ley para mejorar la educación.,The congressperson introduced a bill to improve education.,./Sentences/Vocabulario General /audio/26_Vocabulario General _audio.mp3
27,Los congresos anuales son importantes para discutir temas relevantes.,Annual congresses are important for discussing relevant issues.,./Sentences/Vocabulario General /audio/27_Vocabulario General _audio.mp3
28,El cono de tráfico indica que la vía está cerrada.,The traffic cone indicates that the road is closed.,./Sentences/Vocabulario General /audio/28_Vocabulario General _audio.mp3
29,El consulado proporciona servicios consulares a los ciudadanos extranjeros.,The consulate provides consular services to foreign citizens.,./Sentences/Vocabulario General /audio/29_Vocabulario General _audio.mp3
30,La convención de negocios se llevará a cabo la próxima semana.,The business convention will take place next week.,./Sentences/Vocabulario General /audio/30_Vocabulario General _audio.mp3
31,El correo electrónico contiene la información que necesitas.,The email contains the information you need.,./Sentences/Vocabulario General /audio/31_Vocabulario General _audio.mp3
32,La credencial es necesaria para ingresar al edificio.,The credential is necessary to enter the building.,./Sentences/Vocabulario General /audio/32_Vocabulario General _audio.mp3
33,La crisis económica afectó a muchas familias.,The economic crisis affected many families.,./Sentences/Vocabulario General /audio/33_Vocabulario General _audio.mp3
34,La cultura de un país se refleja en sus tradiciones y costumbres.,The culture of a country is reflected in its traditions and customs.,./Sentences/Vocabulario General /audio/34_Vocabulario General _audio.mp3
35,La cumbre reunió a líderes de todo el mundo.,The summit brought together leaders from around the world.,./Sentences/Vocabulario General /audio/35_Vocabulario General _audio.mp3
36,La delegación oficial asistirá a la conferencia internacional.,The official delegation will attend the international conference.,./Sentences/Vocabulario General /audio/36_Vocabulario General _audio.mp3
37,El Departamento de Agricultura promueve prácticas agrícolas sostenibles.,The Department of Agriculture promotes sustainable agricultural practices.,./Sentences/Vocabulario General /audio/37_Vocabulario General _audio.mp3
38,El Departamento de Comercio supervisa las actividades comerciales en el país.,The Department of Commerce oversees commercial activities in the country.,./Sentences/Vocabulario General /audio/38_Vocabulario General _audio.mp3
39,El Departamento de Defensa está a cargo de la seguridad nacional.,The Department of Defense is in charge of national security.,./Sentences/Vocabulario General /audio/39_Vocabulario General _audio.mp3
40,El Departamento de Estado emite pasaportes y brinda asistencia consular a los ciudadanos estadounidenses en el extranjero.,The Department of State issues passports and provides consular assistance to U.S. citizens abroad.,./Sentences/Vocabulario General /audio/40_Vocabulario General _audio.mp3
41,El Departamento de Justicia se encarga de hacer cumplir la ley y administrar la justicia en los Estados Unidos.,The Department of Justice is responsible for enforcing the law and administering justice in the United States.,./Sentences/Vocabulario General /audio/41_Vocabulario General _audio.mp3
42,El Departamento de Salud y Servicios Humanos supervisa programas de salud pública y asistencia social en el país.,The Department of Health and Human Services oversees public health and social assistance programs in the country.,./Sentences/Vocabulario General /audio/42_Vocabulario General _audio.mp3
43,El Departamento de Trabajo protege los derechos de los trabajadores y promueve un mercado laboral justo.,The Department of Labor protects workers' rights and promotes a fair labor market.,./Sentences/Vocabulario General /audio/43_Vocabulario General _audio.mp3
44,Los diplomáticos desempeñan un papel crucial en las relaciones internacionales y la resolución de conflictos.,Diplomats play a crucial role in international relations and conflict resolution.,./Sentences/Vocabulario General /audio/44_Vocabulario General _audio.mp3
45,La diplomacia es fundamental para mantener la paz y la cooperación entre las naciones.,Diplomacy is essential for maintaining peace and cooperation among nations.,./Sentences/Vocabulario General /audio/45_Vocabulario General _audio.mp3
46,El embajador presentó sus credenciales al presidente del país anfitrión.,The ambassador presented his credentials to the president of the host country.,./Sentences/Vocabulario General /audio/46_Vocabulario General _audio.mp3
47,La embajada ofrece servicios consulares a los ciudadanos de su país que residen en el extranjero.,The embassy provides consular services to citizens of its country residing abroad.,./Sentences/Vocabulario General /audio/47_Vocabulario General _audio.mp3
48,El empleado recibió un reconocimiento por su destacado desempeño en la empresa.,The employee received recognition for his outstanding performance in the company.,./Sentences/Vocabulario General /audio/48_Vocabulario General _audio.mp3
49,El empleo es un factor clave para el desarrollo económico y social de una comunidad.,Employment is a key factor for the economic and social development of a community.,./Sentences/Vocabulario General /audio/49_Vocabulario General _audio.mp3
50,El encargado de la tienda se asegura de que los productos estén bien exhibidos y disponibles para los clientes.,The store manager ensures that the products are well displayed and available to the customers.,./Sentences/Vocabulario General /audio/50_Vocabulario General _audio.mp3
51,La entidad está comprometida con la protección del medio ambiente y la sostenibilidad.,The organization is committed to environmental protection and sustainability.,./Sentences/Vocabulario General /audio/51_Vocabulario General _audio.mp3
52,El entrenamiento constante es esencial para mejorar las habilidades laborales y profesionales.,Ongoing training is essential for improving job-related and professional skills.,./Sentences/Vocabulario General /audio/52_Vocabulario General _audio.mp3
53,El especialista en tecnología brindó asesoramiento sobre la implementación de nuevas soluciones informáticas.,The technology specialist provided advice on the implementation of new IT solutions.,./Sentences/Vocabulario General /audio/53_Vocabulario General _audio.mp3
54,El estado de bienestar de la población es una prioridad para el gobierno.,The well-being of the population is a priority for the government.,./Sentences/Vocabulario General /audio/54_Vocabulario General _audio.mp3
55,Los ciudadanos estadounidenses tienen derecho a recibir asistencia consular en el extranjero.,U.S. citizens have the right to receive consular assistance abroad.,./Sentences/Vocabulario General /audio/55_Vocabulario General _audio.mp3
56,La estrategia de marketing fue clave para el éxito de la campaña publicitaria.,The marketing strategy was key to the success of the advertising campaign.,./Sentences/Vocabulario General /audio/56_Vocabulario General _audio.mp3
57,Los eventos culturales promueven el intercambio y la comprensión entre diferentes comunidades.,Cultural events promote exchange and understanding among different communities.,./Sentences/Vocabulario General /audio/57_Vocabulario General _audio.mp3
58,El éxito de un proyecto depende en gran medida de la planificación y la ejecución efectiva.,The success of a project depends largely on effective planning and execution.,./Sentences/Vocabulario General /audio/58_Vocabulario General _audio.mp3
59,La experiencia es fundamental para el crecimiento personal y profesional.,Experience is essential for personal and professional growth.,./Sentences/Vocabulario General /audio/59_Vocabulario General _audio.mp3
60,El experto en tecnología ofreció soluciones innovadoras para el problema.,The technology expert offered innovative solutions to the problem.,./Sentences/Vocabulario General /audio/60_Vocabulario General _audio.mp3
61,El exterior de la casa estaba pintado de un hermoso color azul.,The exterior of the house was painted in a beautiful shade of blue.,./Sentences/Vocabulario General /audio/61_Vocabulario General _audio.mp3
62,El extranjero quedó impresionado por la belleza natural del país.,The foreigner was impressed by the country's natural beauty.,./Sentences/Vocabulario General /audio/62_Vocabulario General _audio.mp3
63,El feriado de Semana Santa es una tradición importante en muchos países.,Easter holiday is an important tradition in many countries.,./Sentences/Vocabulario General /audio/63_Vocabulario General _audio.mp3
64,Las finanzas de la empresa experimentaron un crecimiento significativo este año.,The company's finances experienced significant growth this year.,./Sentences/Vocabulario General /audio/64_Vocabulario General _audio.mp3
65,El funcionario público se comprometió a mejorar los servicios de la comunidad.,The public official pledged to improve community services.,./Sentences/Vocabulario General /audio/65_Vocabulario General _audio.mp3
66,El gerente de la tienda supervisa las operaciones diarias del establecimiento.,The store manager oversees the daily operations of the establishment.,./Sentences/Vocabulario General /audio/66_Vocabulario General _audio.mp3
67,El gobierno está implementando nuevas políticas para promover la igualdad de género.,The government is implementing new policies to promote gender equality.,./Sentences/Vocabulario General /audio/67_Vocabulario General _audio.mp3
68,El gobierno federal está trabajando en un plan de infraestructura a largo plazo.,The federal government is working on a long-term infrastructure plan.,./Sentences/Vocabulario General /audio/68_Vocabulario General _audio.mp3
69,El gobierno municipal está organizando un evento comunitario para el próximo fin de semana.,The municipal government is organizing a community event for next weekend.,./Sentences/Vocabulario General /audio/69_Vocabulario General _audio.mp3
70,Los homólogos de diferentes países se reunieron para discutir temas de cooperación internacional.,Counterparts from different countries met to discuss international cooperation issues.,./Sentences/Vocabulario General /audio/70_Vocabulario General _audio.mp3
71,El horario de trabajo es de 9 a.m. a 5 p.m. de lunes a viernes.,The work schedule is from 9 a.m. to 5 p.m. from Monday to Friday.,./Sentences/Vocabulario General /audio/71_Vocabulario General _audio.mp3
72,La información clasificada debe manejarse con extrema confidencialidad.,Classified information must be handled with extreme confidentiality.,./Sentences/Vocabulario General /audio/72_Vocabulario General _audio.mp3
73,El informe detallado proporcionó una visión clara de la situación actual.,The detailed report provided a clear insight into the current situation.,./Sentences/Vocabulario General /audio/73_Vocabulario General _audio.mp3
74,El interés en la sostenibilidad ambiental está creciendo en todo el mundo.,Interest in environmental sustainability is growing worldwide.,./Sentences/Vocabulario General /audio/74_Vocabulario General _audio.mp3
75,El internet es una herramienta poderosa para la comunicación y el acceso a la información.,The internet is a powerful tool for communication and access to information.,./Sentences/Vocabulario General /audio/75_Vocabulario General _audio.mp3
76,La invitación al evento incluía detalles sobre la ubicación y la hora.,The invitation to the event included details about the location and time.,./Sentences/Vocabulario General /audio/76_Vocabulario General _audio.mp3
77,El jefe de departamento felicitó al equipo por su arduo trabajo y dedicación.,The department head congratulated the team for their hard work and dedication.,./Sentences/Vocabulario General /audio/77_Vocabulario General _audio.mp3
78,El jefe adjunto de misión diplomática participó en las negociaciones internacionales.,The deputy head of the diplomatic mission participated in international negotiations.,./Sentences/Vocabulario General /audio/78_Vocabulario General _audio.mp3
79,La jornada laboral comienza a las 9 de la mañana.,The workday starts at 9 in the morning.,./Sentences/Vocabulario General /audio/79_Vocabulario General _audio.mp3
80,Las labores del hogar incluyen la limpieza y la cocina.,Household chores include cleaning and cooking.,./Sentences/Vocabulario General /audio/80_Vocabulario General _audio.mp3
81,Las funciones del presidente son variadas y complejas.,The functions of the president are varied and complex.,./Sentences/Vocabulario General /audio/81_Vocabulario General _audio.mp3
82,Latinoamérica es conocida por su rica diversidad cultural.,Latin America is known for its rich cultural diversity.,./Sentences/Vocabulario General /audio/82_Vocabulario General _audio.mp3
83,La ley protege los derechos de los ciudadanos.,The law protects the rights of citizens.,./Sentences/Vocabulario General /audio/83_Vocabulario General _audio.mp3
84,El líder del equipo motivó a sus compañeros a dar lo mejor.,The team leader motivated his colleagues to give their best.,./Sentences/Vocabulario General /audio/84_Vocabulario General _audio.mp3
85,Los lineamientos del proyecto deben seguirse al pie de la letra.,The project guidelines must be followed to the letter.,./Sentences/Vocabulario General /audio/85_Vocabulario General _audio.mp3
86,La empresa llevará a cabo una reunión para discutir los nuevos proyectos.,The company will hold a meeting to discuss the new projects.,./Sentences/Vocabulario General /audio/86_Vocabulario General _audio.mp3
87,Los medios de comunicación informaron sobre el acontecimiento en vivo.,The media reported on the event live.,./Sentences/Vocabulario General /audio/87_Vocabulario General _audio.mp3
88,La meta del equipo es ganar el campeonato este año.,The team's goal is to win the championship this year.,./Sentences/Vocabulario General /audio/88_Vocabulario General _audio.mp3
89,El ministerio de educación implementará nuevas políticas educativas.,The Ministry of Education will implement new educational policies.,./Sentences/Vocabulario General /audio/89_Vocabulario General _audio.mp3
90,El ministro consejero se reunió con representantes de otros países.,The minister counselor met with representatives from other countries.,./Sentences/Vocabulario General /audio/90_Vocabulario General _audio.mp3
91,La misión diplomática busca fortalecer los lazos entre los dos países.,The diplomatic mission seeks to strengthen the ties between the two countries.,./Sentences/Vocabulario General /audio/91_Vocabulario General _audio.mp3
92,La nación celebró su independencia con desfiles y festividades.,The nation celebrated its independence with parades and festivities.,./Sentences/Vocabulario General /audio/92_Vocabulario General _audio.mp3
93,La negociación entre las dos empresas resultó en un acuerdo beneficioso para ambas partes.,The negotiation between the two companies resulted in a beneficial agreement for both parties.,./Sentences/Vocabulario General /audio/93_Vocabulario General _audio.mp3
94,El negociador logró llegar a un acuerdo satisfactorio para ambas partes.,The negotiator managed to reach a satisfactory agreement for both parties.,./Sentences/Vocabulario General /audio/94_Vocabulario General _audio.mp3
95,El nombramiento del nuevo director fue recibido con entusiasmo.,The appointment of the new director was received with enthusiasm.,./Sentences/Vocabulario General /audio/95_Vocabulario General _audio.mp3
96,Los objetivos del proyecto deben ser claros desde el principio.,The objectives of the project must be clear from the beginning.,./Sentences/Vocabulario General /audio/96_Vocabulario General _audio.mp3
97,La oficina central se encuentra en el corazón de la ciudad.,The central office is located in the heart of the city.,./Sentences/Vocabulario General /audio/97_Vocabulario General _audio.mp3
98,La ONU trabaja para promover la paz y la cooperación internacional.,The UN works to promote peace and international cooperation.,./Sentences/Vocabulario General /audio/98_Vocabulario General _audio.mp3
99,Las operaciones militares se llevaron a cabo en secreto.,The military operations were carried out in secret.,./Sentences/Vocabulario General /audio/99_Vocabulario General _audio.mp3
100,Tienes la oportunidad de demostrar tu valía en este proyecto.,You have the opportunity to prove your worth in this project.,./Sentences/Vocabulario General /audio/100_Vocabulario General _audio.mp3
101,Mi hermano trabaja reparando ordenadores.,My brother works repairing computers.,./Sentences/Vocabulario General /audio/101_Vocabulario General _audio.mp3
102,El organismo humano es una máquina increíblemente compleja.,The human body is an incredibly complex machine.,./Sentences/Vocabulario General /audio/102_Vocabulario General _audio.mp3
103,La organización del evento estuvo impecable.,The organization of the event was impeccable.,./Sentences/Vocabulario General /audio/103_Vocabulario General _audio.mp3
104,Las organizaciones no gubernamentales brindan ayuda humanitaria en todo el mundo.,Non-governmental organizations provide humanitarian aid around the world.,./Sentences/Vocabulario General /audio/104_Vocabulario General _audio.mp3
105,Mi país de destino para las vacaciones es Italia.,My destination country for vacation is Italy.,./Sentences/Vocabulario General /audio/105_Vocabulario General _audio.mp3
106,Realicé una pasantía en una empresa de tecnología el verano pasado.,I did an internship at a technology company last summer.,./Sentences/Vocabulario General /audio/106_Vocabulario General _audio.mp3
107,No olvides llevar tu pasaporte cuando viajes al extranjero.,Don't forget to bring your passport when traveling abroad.,./Sentences/Vocabulario General /audio/107_Vocabulario General _audio.mp3
108,La empresa decidió patrocinar el evento benéfico.,The company decided to sponsor the charity event.,./Sentences/Vocabulario General /audio/108_Vocabulario General _audio.mp3
109,El personal de la tienda es muy amable y servicial.,The store staff is very friendly and helpful.,./Sentences/Vocabulario General /audio/109_Vocabulario General _audio.mp3
110,La política de la empresa es fomentar un ambiente de trabajo inclusivo.,The company's policy is to promote an inclusive work environment.,./Sentences/Vocabulario General /audio/110_Vocabulario General _audio.mp3
111,La política exterior de un país puede tener un impacto significativo en las relaciones internacionales.,A country's foreign policy can have a significant impact on international relations.,./Sentences/Vocabulario General /audio/111_Vocabulario General _audio.mp3
112,La prensa desempeña un papel crucial en la sociedad.,The press plays a crucial role in society.,./Sentences/Vocabulario General /audio/112_Vocabulario General _audio.mp3
113,La presidencia del club de estudiantes está vacante.,The presidency of the student club is vacant.,./Sentences/Vocabulario General /audio/113_Vocabulario General _audio.mp3
114,El presidente del país anunció nuevas medidas económicas.,The president of the country announced new economic measures.,./Sentences/Vocabulario General /audio/114_Vocabulario General _audio.mp3
115,Es importante prevenir enfermedades mediante la vacunación.,It is important to prevent diseases through vaccination.,./Sentences/Vocabulario General /audio/115_Vocabulario General _audio.mp3
116,El programa de televisión fue un gran éxito de audiencia.,The TV program was a great audience success.,./Sentences/Vocabulario General /audio/116_Vocabulario General _audio.mp3
117,La organización trabaja para promover la igualdad de género.,The organization works to promote gender equality.,./Sentences/Vocabulario General /audio/117_Vocabulario General _audio.mp3
118,El protocolo es fundamental en las relaciones internacionales.,Protocol is fundamental in international relations.,./Sentences/Vocabulario General /audio/118_Vocabulario General _audio.mp3
119,El proyecto de construcción se completará el próximo año.,The construction project will be completed next year.,./Sentences/Vocabulario General /audio/119_Vocabulario General _audio.mp3
120,La recepción de la embajada fue un evento elegante.,The embassy reception was an elegant event.,./Sentences/Vocabulario General /audio/120_Vocabulario General _audio.mp3
121,Los recursos naturales deben ser protegidos.,Natural resources must be protected.,./Sentences/Vocabulario General /audio/121_Vocabulario General _audio.mp3
122,Las relaciones entre los países vecinos son cordiales.,The relations between neighboring countries are cordial.,./Sentences/Vocabulario General /audio/122_Vocabulario General _audio.mp3
123,Las relaciones internacionales son clave para la diplomacia.,International relations are key to diplomacy.,./Sentences/Vocabulario General /audio/123_Vocabulario General _audio.mp3
124,El rendimiento del equipo ha sido excepcional esta temporada.,The team's performance has been exceptional this season.,./Sentences/Vocabulario General /audio/124_Vocabulario General _audio.mp3
125,El representante de ventas visitará nuestra oficina mañana.,The sales representative will visit our office tomorrow.,./Sentences/Vocabulario General /audio/125_Vocabulario General _audio.mp3
126,Representar a tu país en los Juegos Olímpicos es un honor.,Representing your country in the Olympics is an honor.,./Sentences/Vocabulario General /audio/126_Vocabulario General _audio.mp3
127,La responsabilidad de proteger el medio ambiente es de todos.,The responsibility to protect the environment is everyone's.,./Sentences/Vocabulario General /audio/127_Vocabulario General _audio.mp3
128,El reto de aprender un nuevo idioma puede ser emocionante.,The challenge of learning a new language can be exciting.,./Sentences/Vocabulario General /audio/128_Vocabulario General _audio.mp3
129,Las reuniones de trabajo son importantes para la comunicación en equipo.,Work meetings are important for team communication.,./Sentences/Vocabulario General /audio/129_Vocabulario General _audio.mp3
130,La sección de deportes del periódico es muy completa.,The sports section of the newspaper is very comprehensive.,./Sentences/Vocabulario General /audio/130_Vocabulario General _audio.mp3
131,El secretario de estado se reunió con líderes extranjeros para discutir acuerdos comerciales.,The secretary of state met with foreign leaders to discuss trade agreements.,./Sentences/Vocabulario General /audio/131_Vocabulario General _audio.mp3
132,La sede de la empresa está ubicada en el centro de la ciudad.,The headquarters of the company is located in the city center.,./Sentences/Vocabulario General /audio/132_Vocabulario General _audio.mp3
133,El senador presentó un proyecto de ley para mejorar la educación.,The senator introduced a bill to improve education.,./Sentences/Vocabulario General /audio/133_Vocabulario General _audio.mp3
134,El servicio exterior es una carrera apasionante para quienes aman viajar.,Foreign service is an exciting career for those who love to travel.,./Sentences/Vocabulario General /audio/134_Vocabulario General _audio.mp3
135,Los servicios de inmigración y ciudadanía están abrumados por la cantidad de solicitudes.,Immigration and citizenship services are overwhelmed by the number of applications.,./Sentences/Vocabulario General /audio/135_Vocabulario General _audio.mp3
136,Servir a los demás es una forma de enriquecer nuestra vida.,Serving others is a way to enrich our lives.,./Sentences/Vocabulario General /audio/136_Vocabulario General _audio.mp3
137,El sistema de salud necesita ser mejorado para atender a más personas.,The healthcare system needs to be improved to serve more people.,./Sentences/Vocabulario General /audio/137_Vocabulario General _audio.mp3
138,El supervisor debe tomar decisiones importantes para el equipo.,The supervisor must make important decisions for the team.,./Sentences/Vocabulario General /audio/138_Vocabulario General _audio.mp3
139,El tema de la reunión será el aumento salarial.,The topic of the meeting will be the salary increase.,./Sentences/Vocabulario General /audio/139_Vocabulario General _audio.mp3
140,El trabajador recibió un bono por su excelente desempeño.,The worker received a bonus for their excellent performance.,./Sentences/Vocabulario General /audio/140_Vocabulario General _audio.mp3
141,El tratado de libre comercio beneficiará a ambos países.,The free trade treaty will benefit both countries.,./Sentences/Vocabulario General /audio/141_Vocabulario General _audio.mp3
142,Las vacaciones de verano son mi época favorita del año.,Summer vacation is my favorite time of the year.,./Sentences/Vocabulario General /audio/142_Vocabulario General _audio.mp3
143,El vocero de la empresa emitió un comunicado oficial.,The company's spokesperson issued an official statement.,./Sentences/Vocabulario General /audio/143_Vocabulario General _audio.mp3
